"_time",ID,BlockChannel,Category,Event,Certainty,"Response Type",Severity,Urgency,"Message Type",Area,WEAText,Headline,Description,Instruction
"2017-09-18T07:58:09.000-0500","NCMEC_12360_2","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Cancel,"Target Area","The AMBER Alert in your area has been canceled.","The AMBER Alert in your area has been canceled.","CANCELLED AMBER ALERT 

The children were taken under circumstances that lead the police to believe that they are in imminent danger of serious physical harm and/or death. Anyone with any information on this abduction is asked to call the Nassau County Police Department at (866)N Y S-AMBER or dial 911 to provide information on a report or sighting.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-09-18T07:05:57.000-0500","NCMEC_12340_2","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Cancel,"Target Area","The AMBER Alert in your area has been canceled.","The AMBER Alert in your area has been canceled.","CANCELLED AMBER ALERT. The child was taken from Lemoore, California by the suspect. They may be traveling in the listed vehicle, possibly toward the Mexico border. The suspect should be considered armed and dangerous.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-09-18T06:44:44.000-0500","NCMEC_12360_1","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Alert,"Target Area","Jericho, NY AMBER Alert: LIC/HCR1560 (NY) 2015 White Honda Accord 4-door Sedan","Jericho, NY AMBER Alert: LIC/HCR1560 (NY) 2015 White Honda Accord 4-door Sedan","The children were taken under circumstances that lead the police to believe that they are in imminent danger of serious physical harm and/or death. Anyone with any information on this abduction is asked to call the Nassau County Police Department at (866)N Y S-AMBER or dial 911 to provide information on a report or sighting.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-09-18T05:52:52.000-0500","FL.000_651_2017-09-18T06:52:52-04:00",,Geo,"Local Area Emergency",Likely,,Severe,Immediate,Alert,"Monroe County","Boil Water Notice for Monroe County.","EAS Local Area Emergency","AS MONROE COUNTY WORKS TO RECOVER FROM HURRICANE IRMA THE FLORIDA DEPARTMENT OF HEALTH IS REMINDING RESIDENTS IN THE FLORIDA KEYS THAT THEY ARE UNDER A BOIL WATER NOTICE.",
"2017-09-18T04:16:43.000-0500","NCMEC_12340_1","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Alert,"Target Area","Lemoore, CA AMBER Alert: LIC/8C25215 (CA) 2006 Brown Chevrolet Colorado","Lemoore, CA AMBER Alert: LIC/8C25215 (CA) 2006 Brown Chevrolet Colorado","The child was taken from Lemoore, California by the suspect. They may be traveling in the listed vehicle, possibly toward the Mexico border. The suspect should be considered armed and dangerous.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-09-17T05:58:06.000-0500","FL.000_648_2017-09-17T06:58:06-04:00",,Geo,"Local Area Emergency",Likely,,Severe,Immediate,Alert,"Monroe County","Monroe County has issued a Boil Water Notice","Monroe County Boil Water Notice","AS MONROE COUNTY WORKS TO RECOVER FROM HURRICANE IRMA THE FLORIDA DEPARTMENT OF HEALTH IS REMINDING RESIDENTS IN THE FLORIDA KEYS THAT THEY ARE UNDER A BOIL WATER NOTICE.",
"2017-09-16T09:00:02.000-0500",616277962017816702,"NWEM
CAPEXCH",Safety,"Local Area Emergency",Observed,Prepare,Extreme,Immediate,Alert,"Grant WV","This is a test of Grant County's new public warning system.  This is only a test.","This is only a test.","This is a test of Grant County&#39;s new public warning system.  This is only a test.","This is only a test."
"2017-09-14T15:04:00.000-0500",8114400107986601,"CAPEXCH
NWEM
EAS
PUBLIC",Health,"Civil Emergency Message",Observed,,Extreme,Immediate,Alert,012127,"There is NOT a boil water notice for Volusia County",,,
"2017-09-14T13:58:15.000-0500",8114400107986498,"CAPEXCH
NWEM
EAS
PUBLIC",Safety,"Civil Emergency Message",Observed,,Extreme,Immediate,Alert,012127,"Generators Produce deadly odorless fumes Do not use indoors or in garages",,,
"2017-09-14T13:34:40.000-0500",8114400107986458,"CAPEXCH
NWEM
EAS
PUBLIC",Health,"Civil Emergency Message",Observed,,Extreme,Immediate,Alert,012127,"Volusia County boil water notice. Residents are advised to boil water before consumption",,,
"2017-09-14T09:29:45.000-0500",8105604014967738,"CAPEXCH
NWEM
EAS
PUBLIC",Health,"Civil Emergency Message",Observed,,Extreme,Immediate,Alert,012087,"Monroe County water boil notice. Residents are advised to boil water before consumption.",,,
"2017-09-13T19:23:39.000-0500","NCMEC_12338_2","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Cancel,"Target Area","The AMBER Alert in your area has been canceled.","The AMBER Alert in your area has been canceled.","CANCEL AMBER ALERT

A Statewide Tennessee AMBER Alert has been issued for the Morgan County Sheriff's Office for 3 month old Russell Roysden. Russell was last seen at his residence when he was kidnapped by his non-custodial father, Jerry Alan Roysden, on September 13, 2017 at approximately 10:00AM ET. Jerry has an extensive violent criminal history. A warrant for kidnapping has been issued for his arrest. Unknown clothing description or direction of travel. If you have any information on the whereabouts of Russell Roysden or Jerry Roysden, please call 911 or the TBI at 1-800-TBI-FIND.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-09-13T18:07:53.000-0500","NCMEC_12338_1","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Alert,"Target Area","Wartburg, TN AMBER Alert, check local media for info","Wartburg, TN AMBER Alert, check local media for info","A Statewide Tennessee AMBER Alert has been issued for the Morgan County Sheriff's Office for 3 month old Russell Roysden. Russell was last seen at his residence when he was kidnapped by his non-custodial father, Jerry Alan Roysden, on September 13, 2017 at approximately 10:00AM ET. Jerry has an extensive violent criminal history. A warrant for kidnapping has been issued for his arrest. Unknown clothing description or direction of travel. If you have any information on the whereabouts of Russell Roysden or Jerry Roysden, please call 911 or the TBI at 1-800-TBI-FIND.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-09-13T17:42:05.000-0500",8101205968454509,"CAPEXCH
NWEM
EAS
PUBLIC",Geo,"Civil Emergency Message",Observed,,Extreme,Immediate,Alert,"012095,012097,012117","Generators Produce deadly odorless fumes Do not use indoors or in garages",,,
"2017-09-13T16:43:16.000-0500","d4279142-d91c-4648-8655-c6ead10641e4","EAS
NWEM
null
PUBLIC",Fire,"Fire Warning",Likely,Prepare,Severe,Expected,Alert,"MT Flathead County","Flathead County Sheriff Evacuation WARNING West Glacier see www.facebook.com/flatheadoes","Fire Warning","This is an Evacuation WARNING from the Flathead County Sheriffs Department

With the forecasted weather change tonight and its potential effects on fire behavior the Flathead County Sheriff Glacier National Park officials and the Thompson Fire Incident Management Team are issuing an evacuation WARNING for the following areas

Apgar area within Glacier National Park including Apgar campground and Apgar village
Portions of West Glacier including West Glacier village Highline Blvd. neighborhood Golf Course neighborhood Wild River Dr.  Grouse Ridge Rd. neighborhood and west toward Sloan Lane neighborhood.

Sheriff Deputies and Park Rangers began going door to door issuing notices to all residents today Wednesday September 13 2017 at noon.

Residents and visitors are advised to prepare for evacuation. 

Information regarding individuals creating their own emergency communications plan should visit    www.readyandsafe.mt.gov
Information on preparing to evacuate can be found at:
www.dnrc.mt.gov

Please see www.facebook.com/flatheadoes for more details.

For questions regarding evacuation WARNING inside Glacier National Park please contact 406 387 9092.  For areas outside of the Glacier National Park please contact 406 758 2111.

This is an Evacuation WARNING.",
"2017-09-13T14:20:26.000-0500","8054caa7-3d6f-412f-b4e8-bec4dc44dd0e","null
NWEM
null
PUBLIC",Fire,"Fire Warning",Likely,Prepare,Severe,Expected,Alert,"MT Flathead County","Flathead County Sheriff Evacuation WARNING West Glacier see www.facebook.com/flatheadoes","Fire Warning","This is an Evacuation WARNING from the Flathead County Sheriffs Department

With the forecasted weather change tonight and its potential effects on fire behavior the Flathead County Sheriff Glacier National Park officials and the Thompson Fire Incident Management Team are issuing an evacuation WARNING for the following areas

Apgar area within Glacier National Park including Apgar campground and Apgar village
Portions of West Glacier including West Glacier village Highline Blvd. neighborhood Golf Course neighborhood Wild River Dr.  Grouse Ridge Rd. neighborhood and west toward Sloan Lane neighborhood.

Sheriff Deputies and Park Rangers began going door to door issuing notices to all residents today Wednesday September 13 2017 at noon.

Residents and visitors are advised to prepare for evacuation. 

Information regarding individuals creating their own emergency communications plan should visit    www.readyandsafe.mt.gov
Information on preparing to evacuate can be found at:
www.dnrc.mt.gov

Please see www.facebook.com/flatheadoes for more details.

For questions regarding evacuation WARNING inside Glacier National Park please contact 406 387 9092.  For areas outside of the Glacier National Park please contact 406 758 2111.

This is an Evacuation WARNING.",
"2017-09-11T18:31:43.000-0500","FL.000_641_2017-09-11T19:31:43-04:00",,Geo,"Local Area Emergency",Likely,,Severe,Immediate,Alert,"Citrus County","Coastal Citrus County, Dangerous Surge Imminent","Surge Imminent","COASTAL CITRUS COUNTY DANGEROUS SURGE IMMINENT LONG DURATION MONITOR MEDIA TAKE ACTION","Monitor Media, Take Action"
"2017-09-11T11:29:50.000-0500","04be02dc-bf0c-43a8-8a81-8052ebe342f1",NWEM,Safety,"Local Area Emergency",Observed,Prepare,Extreme,Immediate,Alert,"TX-Galveston","FOR FEMA ASSISTANCE CALL 1-800-621-FEMA (3362) OR www.fema.gov/apply-assistance","FOR FEMA ASSISTANCE CALL 1-800-621-FEMA (3362) OR www.fema.gov/apply-assistance","FOR FEMA ASSISTANCE CALL 1-800-621-FEMA (3362) OR www.fema.gov/apply-assistance","FOR FEMA ASSISTANCE CALL 1-800-621-FEMA (3362) OR www.fema.gov/apply-assistance"
"2017-09-11T09:40:47.000-0500","FL.264_164_2017-09-11T10:40:47-04:00",,Geo,"Civil Emergency Message",Likely,,Severe,Immediate,Alert,"Seminole County","The curfew for Seminole County will be rescinded at 11 a.m. today, Monday September 11th","EAS Civil Emergency Message- Rescinding Curfew","THE CURFEW FOR SEMINOLE COUNTY WILL BE RESCINDED AT 11 A.M. TODAY MONDAY SEPTEMBER 11TH","Please take caution when traveling, remember intersections with no power should be treated as a four way stop."
"2017-09-11T02:10:34.000-0500","NCMEC_12372_2","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Cancel,"Target Area","The AMBER Alert in your area has been canceled.","The AMBER Alert in your area has been canceled.","CANCEL AMBER ALERT
New Mexico Amber Alert 

The children are believed to be in imminent danger. They were last seen west on I-40 from Albuquerque around 4 AM. Laria could be armed with a handgun.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-09-11T02:05:46.000-0500","NCMEC_12357_2","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Cancel,"Target Area","The AMBER Alert in your area has been canceled.","The AMBER Alert in your area has been canceled.","CANCEL AMBER ALERT. AN AMBER ALERT IS BEING ISSUED BY THE CALIFORNIA HIGHWAY PATROL ON BEHALF OF THE BERNALILLO COUNTY SHERIFFS OFFICE AND IS IN EFFECT FOR THE FOLLOWING COUNTIES ONLY:  SAN BERNARDINO, SAN DIEGO, RIVERSIDE, ORANGE AND LOS ANGELES.

ON SEPTEMBER 10, 2017, AT 12:30 AM, LLOYD WYATT AND HIS TWO SIBLINGS WERE ABDUCTED FROM ALBUQUERQUE, NEW MEXICO AND ARE BELIEVED TO BE IN CALIFORNIA.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-09-11T01:39:37.000-0500","NCMEC_12356_2","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Cancel,"Target Area","The AMBER Alert in your area has been canceled.","The AMBER Alert in your area has been canceled.","CANCEL AMBER ALERT: Children located. 
Arizona AMBER Alert 

The children are believed to be in imminent danger. They were last seen west on I-40 at SR95 in Arizona. Laria could be armed with a handgun.The vehicle has a Chile Plate.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-09-10T22:15:07.000-0500","NWS-IDP-PROD-2518447-2350056","EAS
NWEM",Met,"Extreme Wind Warning",Observed,Shelter,Extreme,Immediate,Alert,Polk,"Extreme Wind Warning in this area til 12:45 AM EDT. Take shelter now. -NWS","Extreme Wind Warning issued September 10 at 11:14PM EDT expiring September 11 at 12:45AM EDT by NWS Tampa Bay Ruskin FL","The National Weather Service in Ruskin has issued a

* Extreme Wind Warning for...
Polk County in central Florida...

* Until 1245 AM EDT

* At 1111 PM EDT, National Weather Service Doppler radar and
emergency management in Hardee County indicated a core of very
strong winds, associated with the eyewall of Hurricane Irma that
were moving northward into Polk County. Wind gusts greater than
100 mph are possible across Polk County through 1230 AM. This is
an dangerous and potentially life-threatening situation for those
outdoors!

* Locations impacted include...
Lakeland, Winter Haven, Haines City, Bartow, Lake Wales,
Auburndale, Fussels Corner, Combee Settlement, Lakeland Linder
Airport, Medulla, Jan Phyl Village, Poinciana, Fort Meade, Lake
Alfred, Crooked Lake Park, Mulberry, Dundee, Frostproof, Davenport
and Eagle Lake.","TAKE COVER NOW! Treat these imminent extreme winds as if a tornado
was approaching and move immediately to the safe room in your
shelter. Take action now to protect your life!"
"2017-09-10T18:43:08.000-0500","FL.238_106_2017-09-10T19:43:08-04:00",,Geo,"Shelter In Place Warning",Observed,,Severe,Immediate,Alert,"Pinellas County","Strong winds are beginning to occur across Pinellas County. Take Shelter Immediately!","Life-Threatening Winds Are Occurring - Take Shelter Now","THIS IS AN EMERGENCY MESSAGE FROM PINELLAS COUNTY EMERGENCY MANAGEMENT. STRONG WINDS ARE NOW OCCURRING ACROSS PINELLAS COUNTY. EXTREMELY DANGEROUS AND LIFE THREATENING WIND IS POSSIBLE AS HURRICANE IRMA APPROACHES. ALL CITIZENS IN PINELLAS COUNTY SHOULD TAKE SHELTER IMMEDIATELY. FAILURE TO SHELTER MAY RESULT IN LOSS OF LIFE OR INJURY. THE CENTER OF HURRICANE IRMA MAY PASS OVER OR NEAR PINELLAS COUNTY. DO NOT GO OUTSIDE AS THE CENTER PASSES! WINDS MAY PICK UP DRAMATICALLY AND WITHOUT WARNING.","Take shelter immediately in an interior room of your home or structure."
"2017-09-10T18:27:01.000-0500",8105604014962659,"CAPEXCH
NWEM
PUBLIC",Geo,"Earthquake Warning",Observed,,Severe,Immediate,Alert,006083,"EVACUATION WARNING Alamo Burn Area East of Santa Maria. Flash Floods & Debris Flows likely",,"EVACUATION WARNING Alamo Burn Area East of Santa Maria. Flash Floods & Debris Flows likely",
"2017-09-10T16:59:37.000-0500","FL.264_163_2017-09-10T17:59:37-04:00",,Geo,"Civil Emergency Message",Likely,,Severe,Immediate,Alert,"Seminole County","A curfew order will be in effect for Seminole County starting at 7:00pm.","EAS Civil Emergency Message","SEMINOLE COUNTY WILL BE UNDER A CURFEW STARTING AT 7:00PM TONIGHT UNTIL 6:00PM TOMORROW MONDAY. PLEASE GET TO YOUR PLACE OF SHELTER WITHIN THE NEXT HOUR.","Please get to your place of shelter in the next hour. If you need emergency services, call 9-1-1"
"2017-09-10T16:21:12.000-0500","NCMEC_12357_1","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Alert,"Target Area","Albuquerque, NM AMBER Alert: LIC/AAYR80 (NM) 2009 Silver Kia Spectra","Albuquerque, NM AMBER Alert: LIC/AAYR80 (NM) 2009 Silver Kia Spectra","AN AMBER ALERT IS BEING ISSUED BY THE CALIFORNIA HIGHWAY PATROL ON BEHALF OF THE BERNALILLO COUNTY SHERIFFS OFFICE AND IS IN EFFECT FOR THE FOLLOWING COUNTIES ONLY:  SAN BERNARDINO, SAN DIEGO, RIVERSIDE, ORANGE AND LOS ANGELES.

ON SEPTEMBER 10, 2017, AT 12:30 AM, LLOYD WYATT AND HIS TWO SIBLINGS WERE ABDUCTED FROM ALBUQUERQUE, NEW MEXICO AND ARE BELIEVED TO BE IN CALIFORNIA.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-09-10T15:08:43.000-0500","FL.000_640_2017-09-10T16:08:43-04:00",,Geo,"Local Area Emergency",Likely,,Severe,Immediate,Alert,"Hendry County","Hurricane Force Winds Expected","Hurricane Force Winds Expected","SENT ON BEHALF OF HENDRY COUNTY EMERGENCY MANAGEMENT  - HURRICANE FORCE WINDS EXPECTED IN THE NEXT HOUR - SEEK SHELTER","Seek Shelter"
"2017-09-10T15:05:48.000-0500","NWS-IDP-PROD-2517837-2349349","EAS
NWEM",Met,"Extreme Wind Warning",Observed,Shelter,Extreme,Immediate,Alert,Lee,"Extreme Wind Warning in this area til 6:00 PM EDT. Take shelter now. -NWS","Extreme Wind Warning issued September 10 at 4:05PM EDT expiring September 10 at 6:00PM EDT by NWS Tampa Bay Ruskin FL","The National Weather Service in Ruskin has issued a

* Extreme Wind Warning for...
Lee County in southwestern Florida...

* Until 600 PM EDT

* At 403 PM EDT, National Weather Service Doppler radar and surface
observations indicated extreme winds, associated with the eyewall
of Hurricane Irma, were moving onshore over Vineyards, or 5 miles
northeast of Naples, moving north at 10 mph. This is an extremely
dangerous and life-threatening situation!

* Extreme winds will be near...
Bonita Springs around 430 PM EDT.
Lovers Key State Park around 500 PM EDT.
Three Oaks and San Carlos Park around 530 PM EDT.
Southwest Florida Airport around 540 PM EDT.
Villas, East Dunbar, Pine Manor and Cypress Lake around 550 PM EDT.

Other locations impacted by extreme winds include Saint James City,
Tice, Whiskey Creek, Fort Myers Shores, Page Park, Estero, Page Field
Airport, Gateway, Punta Rassa and Alva.","TAKE COVER NOW! Treat these imminent extreme winds as if a tornado
was approaching and move immediately to the safe room in your
shelter. Take action now to protect your life!

The safest place to be during a major landfalling hurricane is in a
reinforced interior room away from windows. Get under a table or
other piece of sturdy furniture. Use mattresses, blankets or pillows
to cover your head and body. Remain in place through the passage of
these life-threatening conditions."
